offense,year,Latitude,Longitude
ADW,2000,38.9385986,-77.023201
ADW,2000,38.9019012,-76.976799
ADW,2000,38.8782997,-77.014801
ADW,2000,38.8960991,-76.9770966
ADW,2000,38.9033012,-77.0337982
ADW,2000,38.9421997,-77.0202026
ADW,2000,38.8960991,-77.0240021
ADW,2000,38.896801,-76.9761963
ADW,2000,38.8577995,-76.9736023
ADW,2000,38.8265991,-77.007103
ADW,2000,38.9155006,-77.0270996
ADW,2000,38.8423996,-77.0019989
ADW,2000,38.8740005,-76.9741974
ADW,2000,38.919899,-76.9730988
ADW,2000,38.8597984,-76.9979019
ADW,2000,38.8440018,-76.9985962
ADW,2000,38.9147987,-77.0240021
ADW,2000,38.9029999,-76.9344025
ADW,2000,38.9416008,-76.979599
ADW,2000,38.8557014,-76.9732971
ADW,2000,38.8583984,-76.9933014
ADW,2000,38.8895988,-76.9259033
ADW,2000,38.9006996,-76.9366989
ADW,2000,38.919899,-76.9730988
ADW,2000,38.8768005,-77.0142975
ADW,2000,38.8785019,-77.0021973
ADW,2000,38.9244995,-77.0298996
ADW,2000,38.9005013,-77.0318985
ADW,2000,38.9301987,-77.0326996
ADW,2000,38.9584999,-76.9960022
ADW,2000,38.9309006,-77.0345993
ADW,2000,38.851799,-76.9837036
ADW,2000,38.905201,-77.0103989
ADW,2000,38.8883018,-76.930397
ADW,2000,38.8263016,-77.0000992
ADW,2000,38.8623009,-76.9815979
ADW,2000,38.9561996,-77.0113983
ADW,2000,38.8538017,-76.9848022
ADW,2000,38.8824997,-76.9287033
ADW,2000,38.9169006,-77.0365982
ADW,2000,38.8731995,-76.9672012
ADW,2000,38.8605003,-76.9847031
ADW,2000,38.9076004,-77.0199966
ADW,2000,38.8886986,-76.9374008
ADW,2000,38.8717995,-77.0134964
ADW,2000,38.8282013,-77.0018997
ADW,2000,38.9488983,-77.0248032
ADW,2000,38.9501991,-77.0777969
ADW,2000,38.8543015,-76.9705963
ADW,2000,38.8824005,-76.9336014
ADW,2000,38.9216995,-77.0307999
ADW,2000,38.8292999,-77.0075989
ADW,2000,38.907299,-77.0513992
ADW,2000,38.9286995,-77.0326004
ADW,2000,38.9575005,-77.0326004
ADW,2000,38.8843994,-76.9276962
ADW,2000,38.9113007,-77.0289993
ADW,2000,38.8417015,-76.9973984
ADW,2000,38.9315987,-77.0269012
ADW,2000,38.8899002,-76.9279022
ADW,2000,38.9243011,-77.030098
ADW,2000,38.8483009,-76.969101
ADW,2000,38.8678017,-76.967598
ADW,2000,38.9150009,-77.044899
ADW,2000,38.9308014,-77.0202026
ADW,2000,38.8865013,-76.9231033
ADW,2000,38.8387985,-76.9991989
ADW,2000,38.8927994,-76.9292984
ADW,2000,38.9659004,-77.0158997
ADW,2000,38.8824005,-76.9425964
ADW,2000,38.8880005,-76.922699
ADW,2000,38.9347992,-77.0289993
ADW,2000,38.9048996,-77.0449982
ADW,2000,38.8555984,-76.9869995
ADW,2000,38.8292007,-77.0009003
ADW,2000,38.9303017,-77.0231018
ADW,2000,38.9095001,-77.0093002
ADW,2000,38.8712006,-76.941597
ADW,2000,38.8880005,-76.9341965
ADW,2000,38.9087982,-77.0115967
ADW,2000,38.8613014,-76.9840012
